name,modern LAT,modern LON,reconstructed LAT,reconstructed LON,age [Ma]
Shaffer-Rohling_Core,35.83,-98.23,-12.68,-41.85,339
I35_Sycamore_South,34.35,-97.13,-14.4,-42.1,339
Kansas_OK_Outcrop,36.2,-94.77,-14.12,-39.36,339
Hamsten_Unit_Core,36.82,-98.87,-11.59,-41.61,339
Bakken,50.75,-110.52,4.25,-38.08,339
