name,modern LAT,modern LON,reconstructed LAT,reconstructed LON,age [Ma]
Shaffer-Rohling_Core,35.83,-98.23,-11.15,-39.84,333
I35_Sycamore_South,34.35,-97.13,-12.87,-40.05,333
Kansas_OK_Outcrop,36.2,-94.77,-12.55,-37.33,333
Hamsten_Unit_Core,36.82,-98.87,-10.05,-39.61,333
Bakken,50.75,-110.52,5.84,-36.34,333
