name,modern LAT,modern LON,reconstructed LAT,reconstructed LON,age [Ma]
Shaffer-Rohling_Core,35.83,-98.23,-21.83,-44.7,354
I35_Sycamore_South,34.35,-97.13,-23.55,-44.94,354
Kansas_OK_Outcrop,36.2,-94.77,-23.23,-42.05,354
Hamsten_Unit_Core,36.82,-98.87,-20.73,-44.46,354
Bakken,50.75,-110.52,-4.83,-41.14,354
